Skin Image,Skin Name,Skin Edition,Skin Collection,Skin Cost,Skin Weapon
https://static.wikia.nocookie.net/valorant/images/f/f6/Minima_Spectre.png/revision/latest?cb=20230711201142,Minima Spectre,Deluxe,Minima,1275,Spectre
https://static.wikia.nocookie.net/valorant/images/4/4e/Neptune_Spectre.png/revision/latest?cb=20230711201615,Neptune Spectre,Premium,Neptune,1775,Spectre
https://static.wikia.nocookie.net/valorant/images/4/4f/NO_LIMITS_Spectre.png/revision/latest?cb=20230711201712,NO LIMITS Spectre,Deluxe,NO LIMITS,1275,Spectre
https://static.wikia.nocookie.net/valorant/images/c/ce/Prime_Spectre.png/revision/latest?cb=20230711202627,Prime Spectre,Premium,Prime,1775,Spectre
https://static.wikia.nocookie.net/valorant/images/0/03/Primordium_Spectre.png/revision/latest?cb=20240305163646,Primordium Spectre,Exclusive,Primordium,2175,Spectre
https://static.wikia.nocookie.net/valorant/images/2/28/Prism_Spectre.png/revision/latest?cb=20230711202914,Prism Spectre,Deluxe,Prism,1275,Spectre
https://static.wikia.nocookie.net/valorant/images/e/e9/Protocol_781-A_Spectre.png/revision/latest?cb=20230711203023,Protocol 781-A Spectre,Ultra,Protocol 781-A,2475,Spectre
https://static.wikia.nocookie.net/valorant/images/a/ac/Radiant_Crisis_001_Spectre.png/revision/latest?cb=20230711203052,Radiant Crisis 001 Spectre,Premium,Radiant Crisis 001,1775,Spectre
https://static.wikia.nocookie.net/valorant/images/9/98/Reaver_Spectre.png/revision/latest?cb=20230711203331,Reaver Spectre,Premium,Reaver,1775,Spectre
https://static.wikia.nocookie.net/valorant/images/1/18/Recon_Spectre.png/revision/latest?cb=20230711203513,Recon Spectre,Premium,Recon,1775,Spectre
https://static.wikia.nocookie.net/valorant/images/7/7b/RGX_11z_Pro_Spectre.png/revision/latest?cb=20230711203834,RGX 11z Pro Spectre,Exclusive,RGX 11z Pro,2175,Spectre
https://static.wikia.nocookie.net/valorant/images/c/c6/Ruination_Spectre.png/revision/latest?cb=20230711204101,Ruination Spectre,Exclusive,Ruination,2175,Spectre
https://static.wikia.nocookie.net/valorant/images/b/b0/Sarmad_Spectre.png/revision/latest?cb=20230711204253,Sarmad Spectre,Deluxe,Sarmad,1275,Spectre
https://static.wikia.nocookie.net/valorant/images/e/ea/Sentinels_of_Light_Spectre.png/revision/latest?cb=20231114172544,Sentinels of Light Spectre,Exclusive,Sentinels of Light,2175,Spectre
https://static.wikia.nocookie.net/valorant/images/7/7e/Singularity_Spectre.png/revision/latest?cb=20230711204736,Singularity Spectre,Exclusive,Singularity,2175,Spectre
https://static.wikia.nocookie.net/valorant/images/9/9a/Soulstrife_Spectre.png/revision/latest?cb=20230711204937,Soulstrife Spectre,Premium,Soulstrife,1775,Spectre
https://static.wikia.nocookie.net/valorant/images/0/08/Spline_Spectre.png/revision/latest?cb=20230711205249,Spline Spectre,Premium,Spline,1775,Spectre
https://static.wikia.nocookie.net/valorant/images/6/68/Tigris_Spectre.png/revision/latest?cb=20230711205850,Tigris Spectre,Deluxe,Tigris,1275,Spectre
https://static.wikia.nocookie.net/valorant/images/f/f3/VALORANT_GO%21_Vol._1_Spectre.png/revision/latest?cb=20230711210142,VALORANT GO! Vol. 1 Spectre,Premium,VALORANT GO! Vol. 1,1775,Spectre
https://static.wikia.nocookie.net/valorant/images/f/fe/Wasteland_Spectre.png/revision/latest?cb=20230711210449,Wasteland Spectre,Deluxe,Wasteland,1275,Spectre
https://static.wikia.nocookie.net/valorant/images/8/80/Wonderstallion_Spectre.png/revision/latest?cb=20240813162957,Wonderstallion Spectre,Select,Wonderstallion,875,Spectre
